SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,NB_OF_INVOICES,DUREE,KWH,CONSOMMATION
0463KO,2018-01-11,2018-11-30,2 891,"355,60",35,323,2891,8.95046439628483
0463KO,2018-01-12,2018-12-31,2 975,"365,79",35,353,2975,8.427762039660056
0463KO,2019-01-01,2019-01-31,2 977,"402,63",35,30,2977,99.23333333333333
0463KO,2019-01-02,2019-02-28,2 683,"363,35",35,57,2683,47.07017543859649
0463KO,2019-01-03,2019-03-31,2 932,"396,62",35,87,2932,33.701149425287355
0463KO,2019-01-04,2019-04-30,2 576,"349,05",35,116,2576,22.20689655172414
0463KO,2019-01-05,2019-05-31,2 721,"373,84",35,146,2721,18.636986301369863
0463KO,2019-01-06,2019-06-30,2 798,"378,71",35,175,2798,15.98857142857143
0463KO,2019-01-07,2019-07-31,2 763,"374,04",35,205,2763,13.478048780487805
0463KO,2019-01-08,2019-08-31,2 837,"383,93",35,235,2837,12.072340425531914
0463KO,2019-01-09,2019-09-30,2 693,"364,69",35,264,2693,10.200757575757576
0463KO,2019-01-10,2019-10-31,2 759,"373,50",35,294,2759,9.384353741496598
0463KO,2019-01-11,2019-11-30,2 643,"358,00",35,323,2643,8.18266253869969
0463KO,2019-01-12,2019-12-31,2 666,"361,08",35,353,2666,7.552407932011332
0463KO,2020-01-01,2020-01-31,2 655,"357,17",35,30,2655,88.5
0463KO,2020-01-02,2020-02-29,2 535,"341,27",35,58,2535,43.706896551724135
0463KO,2020-01-03,2020-03-31,2 750,"369,75",35,88,2750,31.25
0463KO,2020-01-04,2020-04-30,2 783,"374,13",35,117,2783,23.786324786324787
0463KO,2020-01-05,2020-05-31,2 871,"385,78",35,147,2871,19.53061224489796
0463KO,2020-01-06,2020-06-30,2 804,"382,15",35,176,2804,15.931818181818182
0463KO,2020-01-07,2020-07-31,2 944,"395,45",35,206,2944,14.29126213592233
0463KO,2020-01-08,2020-08-31,3 018,"414,65",35,236,3018,12.788135593220339
0463KO,2020-01-09,2020-09-30,2 862,"384,59",35,265,2862,10.8
0463KO,2020-01-10,2020-10-31,2 939,"394,79",35,295,2939,9.96271186440678
0463KO,2020-01-11,2020-11-30,2 824,"379,56",35,324,2824,8.716049382716049
0032BB,2018-01-01,2018-12-31,19 710,"2 828,85",2,364,0,0.0
0032BB,2019-01-01,2019-12-31,24 872,"3 380,64",2,364,0,0.0
1280BR,2018-01-01,2018-11-15,9 819,"1 303,04",3,318,9819,30.87735849056604
1280BR,2018-11-16,2018-12-31,1 429,"189,82",3,45,1429,31.755555555555556
1280BR,2019-01-01,2019-12-31,10 536,"1 396,68",3,364,0,0.0
1346BR,2018-01-01,2018-05-22,3 196,"395,41",3,141,3196,22.666666666666668
1346BR,2018-05-23,2018-12-31,4 262,"542,73",3,222,4262,19.1981981981982
1346BR,2019-01-01,2019-12-31,7 015,"877,35",3,364,7015,19.271978021978022
0163BB,2018-01-01,2018-01-31,1 931,"251,18",35,30,1931,64.36666666666666
0163BB,2018-01-02,2018-02-28,1 762,"229,80",35,57,1762,30.912280701754387
0163BB,2018-01-03,2018-03-31,1 939,"252,28",35,87,1939,22.28735632183908
0163BB,2018-01-04,2018-04-30,1 901,"247,92",35,116,1901,16.387931034482758
0163BB,2018-01-05,2018-05-31,1 976,"257,60",35,146,1976,13.534246575342467
0163BB,2018-01-06,2018-06-30,1 929,"251,74",35,175,1929,11.022857142857143
0163BB,2018-01-07,2018-07-31,2 006,"261,64",35,205,2006,9.785365853658536
0163BB,2018-01-08,2018-08-31,2 023,"264,03",35,235,2023,8.608510638297872
0163BB,2018-01-09,2018-09-30,1 915,"251,51",35,264,1915,7.253787878787879
0163BB,2018-01-10,2018-10-31,1 956,"256,50",35,294,1956,6.653061224489796
0163BB,2018-01-11,2018-11-30,1 881,"246,83",35,323,1881,5.823529411764706
0163BB,2018-01-12,2018-12-31,1 935,"253,49",35,353,1935,5.481586402266289
0163BB,2019-01-01,2019-01-31,1 947,"243,50",35,30,1947,64.9
0163BB,2019-01-02,2019-02-28,1 751,"220,11",35,57,1751,30.719298245614034
0163BB,2019-01-03,2019-03-31,1 934,"242,05",35,87,1934,22.229885057471265
0163BB,2019-01-04,2019-04-30,1 885,"236,31",35,116,1885,16.25
0163BB,2019-01-05,2019-05-31,1 952,"244,21",35,146,1952,13.36986301369863
0163BB,2019-01-06,2019-06-30,1 974,"247,73",35,175,1974,11.28
0163BB,2019-01-07,2019-07-31,2 034,"254,98",35,205,2034,9.921951219512195
0163BB,2019-01-08,2019-08-31,2 035,"254,85",35,235,2035,8.659574468085106
0163BB,2019-01-09,2019-09-30,1 930,"241,82",35,264,1930,7.3106060606060606
0163BB,2019-01-10,2019-10-31,1 992,"249,21",35,294,1992,6.775510204081633
0163BB,2019-01-11,2019-11-30,1 945,"243,35",35,323,1945,6.021671826625387
0163BB,2019-01-12,2019-12-31,2 078,"259,14",35,353,2078,5.886685552407932
0163BB,2020-01-01,2020-01-31,2 105,"329,23",35,30,2105,70.16666666666667
0163BB,2020-01-02,2020-02-29,1 955,"306,51",35,58,1955,33.706896551724135
0163BB,2020-01-03,2020-03-31,2 107,"329,29",35,88,2107,23.943181818181817
0163BB,2020-01-04,2020-04-30,2 069,"321,85",35,117,2069,17.683760683760685
0163BB,2020-01-05,2020-05-31,2 067,"320,92",35,147,2067,14.061224489795919
0163BB,2020-01-06,2020-06-30,2 070,"319,56",35,176,2070,11.761363636363637
0163BB,2020-01-07,2020-07-31,2 129,"327,80",35,206,2129,10.33495145631068
0163BB,2020-01-08,2020-08-31,1 727,"261,41",35,236,1727,7.317796610169491
0163BB,2020-01-09,2020-09-30,1 853,"276,85",35,265,1853,6.992452830188679
0163BB,2020-01-10,2020-10-31,1 851,"275,54",35,295,1851,6.274576271186441
0163BB,2020-01-11,2020-11-30,1 827,"252,43",35,324,1827,5.638888888888889
0467KO,2018-01-01,2018-01-31,2 251,"277,21",35,30,2251,75.03333333333333
0467KO,2018-01-02,2018-02-28,2 030,"250,58",35,57,2030,35.6140350877193
0467KO,2018-01-03,2018-03-31,2 249,"276,97",35,87,2249,25.850574712643677
0467KO,2018-01-04,2018-04-30,2 215,"272,87",35,116,2215,19.094827586206897
0467KO,2018-01-05,2018-05-31,2 359,"290,22",35,146,2359,16.15753424657534
0467KO,2018-01-06,2018-06-30,2 337,"287,57",35,175,2337,13.354285714285714
0467KO,2018-01-07,2018-07-31,2 520,"309,80",35,205,2520,12.292682926829269
0467KO,2018-01-08,2018-08-31,2 702,"331,74",35,235,2702,11.497872340425532
0467KO,2018-01-09,2018-09-30,2 416,"299,16",35,264,2416,9.151515151515152
0467KO,2018-01-10,2018-10-31,2 369,"293,46",35,294,2369,8.0578231292517
0467KO,2018-01-11,2018-11-30,2 245,"278,41",35,323,2245,6.95046439628483
0467KO,2018-01-12,2018-12-31,2 325,"288,12",35,353,2325,6.586402266288951
0467KO,2019-01-01,2019-01-31,2 319,"315,93",35,30,2319,77.3
0467KO,2019-01-02,2019-02-28,2 062,"281,59",35,57,2062,36.175438596491226
0467KO,2019-01-03,2019-03-31,2 321,"316,20",35,87,2321,26.67816091954023
0467KO,2019-01-04,2019-04-30,2 273,"309,79",35,116,2273,19.594827586206897
0467KO,2019-01-05,2019-05-31,2 282,"310,99",35,146,2282,15.63013698630137
0467KO,2019-01-06,2019-06-30,2 614,"355,35",35,175,2614,14.937142857142858
0467KO,2019-01-07,2019-07-31,2 598,"353,21",35,205,2598,12.673170731707318
0467KO,2019-01-08,2019-08-31,2 691,"365,64",35,235,2691,11.451063829787234
0467KO,2019-01-09,2019-09-30,2 300,"313,39",35,264,2300,8.712121212121213
0467KO,2019-01-10,2019-10-31,2 330,"317,40",35,294,2330,7.925170068027211
0467KO,2019-01-11,2019-11-30,2 139,"291,88",35,323,2139,6.622291021671827
0467KO,2019-01-12,2019-12-31,2 141,"292,15",35,353,2141,6.065155807365439
0467KO,2020-01-01,2020-01-31,2 143,"290,70",35,30,2143,71.43333333333334
0467KO,2020-01-02,2020-02-29,2 012,"273,35",35,58,2012,34.689655172413794
0467KO,2020-01-03,2020-03-31,2 111,"286,46",35,88,2111,23.988636363636363
0467KO,2020-01-04,2020-04-30,2 063,"280,10",35,117,2063,17.632478632478634
0467KO,2020-01-05,2020-05-31,2 128,"288,71",35,147,2128,14.476190476190476
0467KO,2020-01-06,2020-06-30,2 088,"283,42",35,176,2088,11.863636363636363
0467KO,2020-01-07,2020-07-31,2 179,"295,47",35,206,2179,10.577669902912621
0467KO,2020-01-08,2020-08-31,2 222,"301,17",35,236,2222,9.415254237288135
0467KO,2020-01-09,2020-09-30,2 060,"279,71",35,265,2060,7.773584905660377
0467KO,2020-01-10,2020-10-31,2 115,"286,99",35,295,2115,7.169491525423729
0467KO,2020-01-11,2020-11-30,2 006,"272,55",35,324,2006,6.191358024691358
0546BR,2018-01-01,2018-12-31,2 410,"447,43",2,364,2410,6.6208791208791204
0546BR,2019-01-01,2019-12-31,642,"226,91",2,364,62,0.17032967032967034
2111BB,2018-01-01,2018-12-31,2 306,"347,33",2,364,2306,6.335164835164835
2111BB,2019-01-01,2019-12-31,2 287,"478,32",2,364,2287,6.282967032967033
0078BB,2018-01-01,2018-12-31,14 720,"2 407,06",2,364,0,0.0
0078BB,2019-01-01,2019-12-31,20 540,"3 104,41",2,364,0,0.0
0147BB,2018-01-01,2018-12-31,5 702,"990,69",2,364,5702,15.664835164835164
0147BB,2019-01-01,2019-12-31,0,"150,00",2,364,0,0.0
1039BB,2018-01-01,2018-12-31,13 505,"1 962,85",2,364,0,0.0
1039BB,2019-01-01,2019-12-31,13 765,"1 960,33",2,364,0,0.0
0608KO,2019-01-10,2019-12-31,7 512,"790,11",4,355,7512,21.16056338028169
0608KO,2020-01-01,2020-03-31,7 287,"736,42",4,90,7287,80.96666666666667
0608KO,2020-01-04,2020-06-30,7 248,"660,80",4,178,7248,40.71910112359551
0608KO,2020-01-07,2020-09-30,7 570,"732,12",4,267,7570,28.352059925093634
1199BR,2018-01-01,2018-12-06,4 346,"595,75",3,339,4346,12.820058997050147
1199BR,2018-06-13,2018-12-31,5 830,"785,31",3,201,5830,29.00497512437811
1199BR,2019-01-01,2019-12-31,9 537,"1 294,33",3,364,9537,26.20054945054945
1004BB,2018-01-01,2018-01-31,1 888,"183,70",35,30,1888,62.93333333333333
1004BB,2018-01-02,2018-02-28,1 784,"174,81",35,57,1784,31.29824561403509
1004BB,2018-01-03,2018-03-31,1 914,"185,74",35,87,1914,22.0
1004BB,2018-01-04,2018-04-30,1 749,"171,71",35,116,1749,15.077586206896552
1004BB,2018-01-05,2018-05-31,1 809,"176,73",35,146,1809,12.39041095890411
1004BB,2018-01-06,2018-06-30,1 785,"174,80",35,175,1785,10.2
1004BB,2018-01-07,2018-07-31,1 918,"186,37",35,205,1918,9.35609756097561
1004BB,2018-01-08,2018-08-31,1 890,"183,90",35,235,1890,8.042553191489361
1004BB,2018-01-09,2018-09-30,1 775,"175,45",35,264,1775,6.723484848484849
1004BB,2018-01-10,2018-10-31,1 860,"182,77",35,294,1860,6.326530612244898
1004BB,2018-01-11,2018-11-30,1 834,"180,63",35,323,1834,5.678018575851393
1004BB,2018-01-12,2018-12-31,1 947,"190,35",35,353,1947,5.515580736543909
1004BB,2019-01-01,2019-01-31,2 009,"191,01",35,30,2009,66.96666666666667
1004BB,2019-01-02,2019-02-28,1 705,"166,13",35,57,1705,29.912280701754387
1004BB,2019-01-03,2019-03-31,1 861,"178,85",35,87,1861,21.39080459770115
1004BB,2019-01-04,2019-04-30,1 752,"169,81",35,116,1752,15.10344827586207
1004BB,2019-01-05,2019-05-31,1 865,"179,17",35,146,1865,12.773972602739725
1004BB,2019-01-06,2019-06-30,1 785,"172,53",35,175,1785,10.2
1004BB,2019-01-07,2019-07-31,1 839,"176,93",35,205,1839,8.970731707317073
1004BB,2019-01-08,2019-08-31,1 856,"205,51",35,235,1856,7.897872340425532
1004BB,2019-01-09,2019-09-30,1 783,"172,41",35,264,1783,6.753787878787879
1004BB,2019-01-10,2019-10-31,1 894,"227,82",35,294,1894,6.442176870748299
1004BB,2019-01-11,2019-11-30,1 901,"198,37",35,323,1901,5.885448916408668
1004BB,2019-01-12,2019-12-31,1 963,"204,10",35,353,1963,5.5609065155807365
1004BB,2020-01-01,2020-01-31,1 965,"246,84",35,30,1965,65.5
1004BB,2020-01-02,2020-02-29,1 848,"233,78",35,58,1848,31.862068965517242
1004BB,2020-01-03,2020-03-31,2 006,"251,30",35,88,2006,22.795454545454547
1004BB,2020-01-04,2020-04-30,1 980,"275,32",35,117,1980,16.923076923076923
1004BB,2020-01-05,2020-05-31,2 030,"252,90",35,147,2030,13.80952380952381
1004BB,2020-01-06,2020-06-30,1 992,"276,82",35,176,1992,11.318181818181818
1004BB,2020-01-07,2020-07-31,2 073,"285,62",35,206,2073,10.063106796116505
1004BB,2020-01-08,2020-08-31,2 081,"258,44",35,236,2081,8.817796610169491
1004BB,2020-01-09,2020-09-30,1 962,"245,72",35,265,1962,7.40377358490566
1004BB,2020-01-10,2020-10-31,2 005,"250,50",35,295,2005,6.796610169491525
1004BB,2020-01-11,2020-11-30,1 895,"194,09",35,324,1895,5.848765432098766
0558BB,2018-01-01,2018-12-31,3 000,"641,94",2,364,3000,8.241758241758241
0558BB,2019-01-01,2019-12-31,2 360,"517,05",2,364,2360,6.483516483516484
0561BB,2018-01-01,2018-12-31,2 113,"363,22",2,364,2113,5.804945054945055
0561BB,2019-01-01,2019-12-31,2 672,"441,84",2,364,2672,7.34065934065934
0495BB,2018-01-01,2018-01-31,2 051,"266,63",35,30,2051,68.36666666666666
0495BB,2018-01-02,2018-02-28,1 868,"243,52",35,57,1868,32.771929824561404
0495BB,2018-01-03,2018-03-31,2 054,"267,35",35,87,2054,23.60919540229885
0495BB,2018-01-04,2018-04-30,2 076,"271,30",35,116,2076,17.896551724137932
0495BB,2018-01-05,2018-05-31,2 159,"281,37",35,146,2159,14.787671232876713
0495BB,2018-01-06,2018-06-30,2 112,"275,44",35,175,2112,12.06857142857143
0495BB,2018-01-07,2018-07-31,2 193,"285,95",35,205,2193,10.697560975609756
0495BB,2018-01-08,2018-08-31,2 129,"277,69",35,235,2129,9.059574468085106
0495BB,2018-01-09,2018-09-30,1 973,"259,06",35,264,1973,7.473484848484849
0495BB,2018-01-10,2018-10-31,2 028,"265,94",35,294,2028,6.8979591836734695
0495BB,2018-01-11,2018-11-30,1 951,"256,19",35,323,1951,6.040247678018575
0495BB,2018-01-12,2018-12-31,1 994,"260,89",35,353,1994,5.648725212464589
0495BB,2019-01-01,2019-01-31,2 004,"250,45",35,30,2004,66.8
0495BB,2019-01-02,2019-02-28,1 819,"228,35",35,57,1819,31.912280701754387
0495BB,2019-01-03,2019-03-31,1 904,"238,47",35,87,1904,21.885057471264368
0495BB,2019-01-04,2019-04-30,1 837,"230,70",35,116,1837,15.836206896551724
0495BB,2019-01-05,2019-05-31,2 205,"274,48",35,146,2205,15.102739726027398
0495BB,2019-01-06,2019-06-30,2 142,"267,75",35,175,2142,12.24
0495BB,2019-01-07,2019-07-31,2 188,"272,94",35,205,2188,10.673170731707318
0495BB,2019-01-08,2019-08-31,2 202,"274,79",35,235,2202,9.370212765957447
0495BB,2019-01-09,2019-09-30,2 086,"260,27",35,264,2086,7.901515151515151
0495BB,2019-01-10,2019-10-31,2 148,"267,60",35,294,2148,7.3061224489795915
0495BB,2019-01-11,2019-11-30,2 053,"256,13",35,323,2053,6.356037151702786
0495BB,2019-01-12,2019-12-31,2 066,"257,43",35,353,2066,5.852691218130311
0495BB,2020-01-01,2020-01-31,2 071,"298,70",35,30,2071,69.03333333333333
0495BB,2020-01-02,2020-02-29,1 930,"277,45",35,58,1930,33.275862068965516
0495BB,2020-01-03,2020-03-31,2 043,"293,55",35,88,2043,23.21590909090909
0495BB,2020-01-04,2020-04-30,1 982,"284,38",35,117,1982,16.94017094017094
0495BB,2020-01-05,2020-05-31,2 060,"295,23",35,147,2060,14.013605442176871
0495BB,2020-01-06,2020-06-30,2 043,"294,10",35,176,2043,11.607954545454545
0495BB,2020-01-07,2020-07-31,2 141,"308,29",35,206,2141,10.393203883495145
0495BB,2020-01-08,2020-08-31,2 152,"310,04",35,236,2152,9.11864406779661
0495BB,2020-01-09,2020-09-30,2 026,"291,95",35,265,2026,7.645283018867924
0495BB,2020-01-10,2020-10-31,2 059,"296,15",35,295,2059,6.979661016949152
0495BB,2020-01-11,2020-11-30,1 958,"270,92",35,324,1958,6.04320987654321
1200BR,2018-01-01,2018-12-31,26 800,"3 579,68",2,364,0,0.0
1200BR,2019-01-01,2019-12-31,28 000,"4 569,32",2,364,0,0.0
1034BB,2018-01-01,2018-01-31,2 188,"284,76",35,30,2188,72.93333333333334
1034BB,2018-01-02,2018-02-28,2 085,"271,71",35,57,2085,36.578947368421055
1034BB,2018-01-03,2018-03-31,2 226,"289,45",35,87,2226,25.586206896551722
1034BB,2018-01-04,2018-04-30,2 191,"285,61",35,116,2191,18.887931034482758
1034BB,2018-01-05,2018-05-31,2 305,"300,24",35,146,2305,15.787671232876713
1034BB,2018-01-06,2018-06-30,2 263,"294,84",35,175,2263,12.93142857142857
1034BB,2018-01-07,2018-07-31,2 362,"307,68",35,205,2362,11.521951219512195
1034BB,2018-01-08,2018-08-31,2 399,"312,78",35,235,2399,10.208510638297872
1034BB,2018-01-09,2018-09-30,2 245,"294,59",35,264,2245,8.503787878787879
1034BB,2018-01-10,2018-10-31,2 231,"292,19",35,294,2231,7.58843537414966
1034BB,2018-01-11,2018-11-30,2 105,"276,32",35,323,2105,6.5170278637770895
1034BB,2018-01-12,2018-12-31,2 614,"340,25",35,353,2614,7.405099150141643
1034BB,2019-01-01,2019-01-31,2 612,"324,67",35,30,2612,87.06666666666666
1034BB,2019-01-02,2019-02-28,2 371,"295,89",35,57,2371,41.59649122807018
1034BB,2019-01-03,2019-03-31,2 639,"328,10",35,87,2639,30.333333333333332
1034BB,2019-01-04,2019-04-30,2 566,"319,48",35,116,2566,22.120689655172413
1034BB,2019-01-05,2019-05-31,2 549,"316,80",35,146,2549,17.458904109589042
1034BB,2019-01-06,2019-06-30,2 240,"280,25",35,175,2240,12.8
1034BB,2019-01-07,2019-07-31,2 309,"288,44",35,205,2309,11.263414634146342
1034BB,2019-01-08,2019-08-31,2 310,"288,51",35,235,2310,9.829787234042554
1034BB,2019-01-09,2019-09-30,2 210,"276,47",35,264,2210,8.371212121212121
1034BB,2019-01-10,2019-10-31,2 278,"284,51",35,294,2278,7.7482993197278915
1034BB,2019-01-11,2019-11-30,2 740,"340,15",35,323,2740,8.48297213622291
1034BB,2019-01-12,2019-12-31,3 206,"395,48",35,353,3206,9.082152974504249
1034BB,2020-01-01,2020-01-31,3 226,"479,98",35,30,3226,107.53333333333333
1034BB,2020-01-02,2020-02-29,2 978,"444,52",35,58,2978,51.3448275862069
1034BB,2020-01-03,2020-03-31,3 198,"476,90",35,88,3198,36.34090909090909
1034BB,2020-01-04,2020-04-30,3 107,"462,53",35,117,3107,26.555555555555557
1034BB,2020-01-05,2020-05-31,3 206,"477,01",35,147,3206,21.80952380952381
1034BB,2020-01-06,2020-06-30,3 121,"464,75",35,176,3121,17.732954545454547
1034BB,2020-01-07,2020-07-31,3 236,"481,60",35,206,3236,15.70873786407767
1034BB,2020-01-08,2020-08-31,3 237,"481,15",35,236,3237,13.716101694915254
1034BB,2020-01-09,2020-09-30,3 107,"462,50",35,265,3107,11.724528301886792
1034BB,2020-01-10,2020-10-31,3 177,"472,71",35,295,3177,10.769491525423728
1034BB,2020-01-11,2020-11-30,3 252,"449,16",35,324,3252,10.037037037037036
1032BB,2018-01-01,2018-01-31,1 865,"301,57",35,30,1865,62.166666666666664
1032BB,2018-01-02,2018-02-28,1 673,"273,91",35,57,1673,29.350877192982455
1032BB,2018-01-03,2018-03-31,1 859,"300,94",35,87,1859,21.367816091954023
1032BB,2018-01-04,2018-04-30,1 829,"263,77",35,116,1829,15.767241379310345
1032BB,2018-01-05,2018-05-31,1 915,"274,80",35,146,1915,13.116438356164384
1032BB,2018-01-06,2018-06-30,1 857,"267,30",35,175,1857,10.611428571428572
1032BB,2018-01-07,2018-07-31,1 947,"279,06",35,205,1947,9.497560975609757
1032BB,2018-01-08,2018-08-31,1 963,"281,31",35,235,1963,8.353191489361702
1032BB,2018-01-09,2018-09-30,1 853,"266,96",35,264,1853,7.018939393939394
1032BB,2018-01-10,2018-10-31,1 900,"275,43",35,294,1900,6.462585034013605
1032BB,2018-01-11,2018-11-30,1 844,"266,49",35,323,1844,5.708978328173375
1032BB,2018-01-12,2018-12-31,1 919,"275,42",35,353,1919,5.436260623229462
1032BB,2019-01-01,2019-01-31,1 983,"277,54",35,30,1983,66.1
1032BB,2019-01-02,2019-02-28,1 719,"246,52",35,57,1719,30.157894736842106
1032BB,2019-01-03,2019-03-31,1 886,"267,07",35,87,1886,21.67816091954023
1032BB,2019-01-04,2019-04-30,1 835,"261,17",35,116,1835,15.818965517241379
1032BB,2019-01-05,2019-05-31,1 899,"268,91",35,146,1899,13.006849315068493
1032BB,2019-01-06,2019-06-30,1 910,"271,15",35,175,1910,10.914285714285715
1032BB,2019-01-07,2019-07-31,1 961,"277,18",35,205,1961,9.565853658536586
1032BB,2019-01-08,2019-08-31,1 971,"278,40",35,235,1971,8.38723404255319
1032BB,2019-01-09,2019-09-30,1 852,"263,38",35,264,1852,7.015151515151516
1032BB,2019-01-10,2019-10-31,1 872,"265,48",35,294,1872,6.36734693877551
1032BB,2019-01-11,2019-11-30,1 735,"248,79",35,323,1735,5.371517027863777
1032BB,2019-01-12,2019-12-31,1 780,"254,03",35,353,1780,5.042492917847025
1032BB,2020-01-01,2020-01-31,1 780,"288,85",35,30,1780,59.333333333333336
1032BB,2020-01-02,2020-02-29,1 685,"275,82",35,58,1685,29.051724137931036
1032BB,2020-01-03,2020-03-31,1 812,"293,80",35,88,1812,20.59090909090909
1032BB,2020-01-04,2020-04-30,1 774,"288,17",35,117,1774,15.162393162393162
1032BB,2020-01-05,2020-05-31,1 845,"297,92",35,147,1845,12.551020408163266
1032BB,2020-01-06,2020-06-30,1 820,"294,80",35,176,1820,10.340909090909092
1032BB,2020-01-07,2020-07-31,1 908,"307,49",35,206,1908,9.262135922330097
1032BB,2020-01-08,2020-08-31,1 961,"314,83",35,236,1961,8.309322033898304
1032BB,2020-01-09,2020-09-30,1 896,"304,81",35,265,1896,7.154716981132076
1032BB,2020-01-10,2020-10-31,1 932,"309,35",35,295,1932,6.549152542372881
1032BB,2020-01-11,2020-11-30,1 822,"253,89",35,324,1822,5.6234567901234565
1033BB,2018-01-01,2018-01-31,2 496,"412,82",35,30,2496,83.2
1033BB,2018-01-02,2018-02-28,2 136,"355,68",35,57,2136,37.473684210526315
1033BB,2018-01-03,2018-03-31,2 517,"416,15",35,87,2517,28.93103448275862
1033BB,2018-01-04,2018-04-30,2 339,"387,90",35,116,2339,20.163793103448278
1033BB,2018-01-05,2018-05-31,2 379,"394,25",35,146,2379,16.294520547945204
1033BB,2018-01-06,2018-06-30,2 384,"395,04",35,175,2384,13.622857142857143
1033BB,2018-01-07,2018-07-31,2 468,"408,55",35,205,2468,12.039024390243902
1033BB,2018-01-08,2018-08-31,2 476,"409,82",35,235,2476,10.536170212765958
1033BB,2018-01-09,2018-09-30,2 376,"393,94",35,264,2376,9.0
1033BB,2018-01-10,2018-10-31,2 451,"407,77",35,294,2451,8.33673469387755
1033BB,2018-01-11,2018-11-30,2 350,"391,66",35,323,2350,7.275541795665634
1033BB,2018-01-12,2018-12-31,2 407,"400,75",35,353,2407,6.818696883852692
1033BB,2019-01-01,2019-01-31,2 422,"414,80",35,30,2422,80.73333333333333
1033BB,2019-01-02,2019-02-28,2 199,"378,48",35,57,2199,38.578947368421055
1033BB,2019-01-03,2019-03-31,2 457,"420,50",35,87,2457,28.24137931034483
1033BB,2019-01-04,2019-04-30,2 409,"412,69",35,116,2409,20.767241379310345
1033BB,2019-01-05,2019-05-31,2 496,"426,86",35,146,2496,17.095890410958905
1033BB,2019-01-06,2019-06-30,2 435,"415,56",35,175,2435,13.914285714285715
1033BB,2019-01-07,2019-07-31,2 341,"401,61",35,205,2341,11.419512195121952
1033BB,2019-01-08,2019-08-31,2 458,"420,67",35,235,2458,10.459574468085107
1033BB,2019-01-09,2019-09-30,2 496,"426,86",35,264,2496,9.454545454545455
1033BB,2019-01-10,2019-10-31,2 577,"440,05",35,294,2577,8.76530612244898
1033BB,2019-01-11,2019-11-30,2 459,"420,83",35,323,2459,7.613003095975232
1033BB,2019-01-12,2019-12-31,2 520,"430,77",35,353,2520,7.138810198300283
1033BB,2020-01-01,2020-01-31,2 522,"431,91",35,30,2522,84.06666666666666
